MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice
20,RL,39290,Inside,1Fam,5,2008,2009,CemntBd,0,5095,
180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0,547,
20,RL,6400,Inside,1Fam,7,1959,2000,WdShing,831,960,
90,RL,6882,Corner,Duplex,3,1955,1955,AsbShng,0,0,
90,RL,8741,Inside,Duplex,6,1946,1950,Plywood,0,1195,
40,RL,10042,Corner,1Fam,8,1920,1995,Wd Sdng,278,660,
20,RL,8172,Inside,1Fam,5,1955,1955,MetalSd,0,768,
20,RL,8172,Inside,1Fam,5,1955,1955,WdShing,0,864,
90,RL,10890,Inside,Duplex,6,1923,1950,Wd Sdng,0,1296,
30,RL,7223,Inside,1Fam,5,1926,1950,Stucco,0,1290,
50,RL,6821,Inside,1Fam,7,1921,2005,Wd Sdng,0,651,
70,RL,4000,Inside,1Fam,8,1930,1995,Wd Sdng,0,531,
70,RL,6720,Inside,1Fam,7,1921,1950,VinylSd,0,585,
70,RL,7155,Inside,1Fam,8,1926,1991,Wd Sdng,0,686,
70,RL,7230,Inside,1Fam,7,1927,1992,VinylSd,0,851,
20,RL,13108,Inside,1Fam,5,1951,1951,Wd Sdng,0,0,
50,RL,7810,Inside,1Fam,6,1930,2003,AsbShng,0,930,
190,RL,6221,Inside,2fmCon,5,1941,1950,VinylSd,0,728,
20,RL,25485,CulDSac,1Fam,4,1960,1960,Wd Sdng,1020,1560,
20,RL,21579,CulDSac,1Fam,6,1968,1968,HdBoard,0,1488,
160,RM,1782,Inside,Twnhs,6,1980,1980,MetalSd,0,516,
20,RL,17871,Inside,1Fam,5,1995,1996,VinylSd,0,1680,
120,RM,3907,Inside,TwnhsE,5,1988,1988,HdBoard,0,1004,
20,RL,20693,Corner,1Fam,5,1971,1971,Plywood,0,1696,
20,RL,18044,CulDSac,1Fam,5,1986,1986,WdShing,0,279,
50,RM,7000,Corner,1Fam,7,1940,1950,Wd Sdng,0,720,
50,RM,7288,Inside,1Fam,7,1925,2003,VinylSd,0,936,
70,RM,9060,Inside,1Fam,6,1923,1999,Wd Sdng,0,859,
30,RM,3672,Inside,1Fam,7,1922,1950,Stucco,0,816,
50,RM,11067,Corner,1Fam,4,1939,1950,MetalSd,0,0,
190,C (all),8250,Inside,2fmCon,6,1895,2006,VinylSd,0,957,
20,C (all),6565,Corner,1Fam,6,1957,1980,MetalSd,0,1073,
30,C (all),6060,Inside,1Fam,9,1930,2007,MetalSd,0,837,
120,RM,5568,Inside,TwnhsE,5,2006,2007,CemntBd,0,1573,
85,RL,12150,CulDSac,1Fam,6,1979,1979,HdBoard,0,1001,
20,RL,10000,Inside,1Fam,5,2002,2002,VinylSd,0,1441,
20,RL,12864,CulDSac,1Fam,5,2002,2002,VinylSd,0,1409,
20,RL,9928,CulDSac,1Fam,5,1991,1992,HdBoard,0,1454,
80,RL,8750,Inside,1Fam,6,1975,1975,Plywood,530,852,
85,RL,8410,Corner,1Fam,6,1974,1974,Plywood,0,970,
120,RL,4054,Inside,TwnhsE,6,1987,1987,VinylSd,0,1501,
20,RL,19958,Inside,1Fam,8,1958,1995,HdBoard,0,585,
20,RL,8368,Inside,1Fam,5,2006,2007,VinylSd,0,1689,
20,RL,8298,Inside,1Fam,5,2006,2007,VinylSd,0,1546,
20,RL,10331,CulDSac,1Fam,7,1985,1985,Plywood,80,1265,
20,RL,6718,Inside,1Fam,5,2001,2001,VinylSd,0,1267,
20,RL,11305,Inside,1Fam,5,2002,2002,VinylSd,0,1922,
20,RL,7777,Inside,1Fam,5,1996,1996,VinylSd,0,1491,
60,RL,11800,Inside,1Fam,5,2003,2004,VinylSd,0,1122,
20,RL,12633,Inside,1Fam,5,2006,2007,MetalSd,0,1824,
20,RL,43500,Inside,1Fam,5,1953,1953,MetalSd,0,0,
120,RM,6710,FR3,TwnhsE,5,1996,1997,VinylSd,904,920,
160,RM,1504,Inside,Twnhs,4,1972,1972,CemntBd,0,546,
180,RM,1533,Inside,Twnhs,5,1970,1970,CemntBd,0,530,
160,RM,1495,Inside,TwnhsE,6,1970,1970,CemntBd,0,546,
160,RM,1890,Inside,Twnhs,3,1976,1976,CemntBd,0,546,
85,RL,9129,Inside,1Fam,5,1977,1977,Plywood,0,923,
80,RL,15957,Corner,1Fam,6,1977,1977,HdBoard,0,1244,
20,RL,33983,Inside,1Fam,6,1977,1994,Plywood,0,1160,
60,RL,8286,Corner,1Fam,7,1977,1977,Plywood,0,716,
85,RL,6723,Inside,1Fam,7,1971,1971,Wd Sdng,0,796,
20,RL,27697,Inside,1Fam,3,1961,1961,Plywood,0,1396,
20,RL,11000,Corner,1Fam,6,1976,2003,Plywood,0,1090,
20,RL,11625,Inside,1Fam,7,1983,1983,HdBoard,0,816,
20,RL,10447,Inside,1Fam,6,1984,1984,Plywood,0,864,
20,RL,11027,Inside,1Fam,5,1954,1954,Wd Sdng,539,1178,
20,RL,10533,Inside,1Fam,6,1956,1956,VinylSd,0,1008,
20,RL,11765,Corner,1Fam,5,1957,1957,Wd Sdng,0,1617,
20,RL,39384,CulDSac,1Fam,6,1957,1957,Wd Sdng,0,1705,
20,RL,11727,Corner,1Fam,6,1969,1969,HdBoard,0,1851,
60,RL,8238,Inside,1Fam,5,1997,1998,VinylSd,0,813,
60,RL,13041,Inside,1Fam,5,1995,1995,HdBoard,0,781,
60,RL,9783,Inside,1Fam,5,1996,1996,HdBoard,0,821,
60,RL,13128,CulDSac,1Fam,5,2005,2005,VinylSd,0,1074,
60,RL,13751,CulDSac,1Fam,5,2005,2006,VinylSd,0,1700,
160,RL,13108,Inside,1Fam,5,1994,1994,CemntBd,0,2062,
20,RL,8076,Inside,1Fam,6,1993,1994,HdBoard,0,1160,
120,RL,3701,Inside,TwnhsE,5,1987,1987,HdBoard,0,1191,
60,RL,16023,CulDSac,1Fam,5,2005,2006,VinylSd,0,1398,
60,RL,18062,CulDSac,1Fam,5,2006,2006,CemntBd,0,1528,
60,RL,12292,CulDSac,1Fam,5,2006,2006,VinylSd,0,1094,
60,RL,16052,CulDSac,1Fam,5,2006,2006,VinylSd,0,1850,
60,RL,15922,Corner,1Fam,5,2005,2006,VinylSd,0,1390,
120,RL,8147,Inside,TwnhsE,5,2005,2005,MetalSd,0,1714,
20,RL,18261,Inside,1Fam,5,2005,2005,VinylSd,0,1910,
85,RL,10464,FR3,1Fam,6,1980,1980,HdBoard,0,988,
60,RL,10530,Inside,1Fam,5,1978,1978,Plywood,0,945,
85,RL,9927,Inside,1Fam,5,1976,1976,VinylSd,0,1047,
60,FV,9512,Inside,1Fam,5,2005,2006,VinylSd,0,960,
80,RL,10530,Inside,1Fam,6,1975,2000,Plywood,0,675,
20,RL,10000,Inside,1Fam,6,1974,1974,HdBoard,0,1103,
20,RL,7200,Inside,1Fam,4,1971,1971,HdBoard,620,864,
120,RH,8773,FR2,TwnhsE,5,2002,2002,MetalSd,0,1487,
160,RM,2760,Inside,TwnhsE,5,1973,1973,HdBoard,0,525,
160,RM,2160,Inside,TwnhsE,6,1973,1973,HdBoard,0,765,
160,RM,1890,Inside,Twnhs,7,1972,1972,HdBoard,0,494,
160,RM,1680,Inside,Twnhs,5,1972,1972,HdBoard,0,483,
160,RM,1680,Inside,Twnhs,5,1972,1972,HdBoard,0,525,
120,RL,4043,Inside,TwnhsE,5,1975,1975,Plywood,156,1069,
20,RL,7514,Inside,1Fam,7,1967,1975,MetalSd,108,943,
120,RL,2280,FR2,Twnhs,7,1976,1976,Plywood,492,1055,
160,RL,2179,Inside,Twnhs,5,1976,1976,Plywood,0,855,
60,RL,16387,Inside,1Fam,5,2006,2006,VinylSd,0,1738,
20,RL,16163,Corner,1Fam,5,2004,2004,VinylSd,0,1618,
20,RL,12228,Corner,1Fam,5,2006,2006,VinylSd,0,1721,
20,RL,14780,Corner,1Fam,5,2005,2005,VinylSd,0,1868,
60,RL,13975,Corner,1Fam,5,2005,2006,VinylSd,0,1090,
60,RL,9942,Inside,1Fam,5,2005,2006,MetalSd,0,1606,
60,RL,12867,Corner,1Fam,5,2005,2006,CemntBd,0,1209,
60,RL,10672,Inside,1Fam,5,2006,2006,VinylSd,0,1054,
60,RL,11643,Inside,1Fam,5,2005,2006,MetalSd,0,1524,
20,RL,13758,Inside,1Fam,5,2005,2006,VinylSd,0,1792,
20,RL,14828,Corner,1Fam,5,2004,2005,MetalSd,0,1780,
60,RL,13215,Corner,1Fam,5,2004,2004,VinylSd,0,1420,
120,RL,5911,Inside,TwnhsE,5,2005,2005,MetalSd,0,1560,
20,RL,7740,Inside,TwnhsE,5,2006,2006,MetalSd,0,1686,
120,RL,6373,Inside,TwnhsE,5,2006,2006,MetalSd,0,1666,
60,RL,10237,Inside,1Fam,5,2005,2006,VinylSd,0,728,
60,RL,10237,Inside,1Fam,5,2006,2006,VinylSd,0,738,
20,RL,11660,Inside,1Fam,5,2006,2006,VinylSd,0,1326,
60,RL,11631,Corner,1Fam,5,2004,2005,VinylSd,0,1052,
60,RL,9073,Inside,1Fam,5,2006,2006,VinylSd,0,738,
120,RL,3087,Inside,TwnhsE,5,2006,2006,VinylSd,0,1220,
120,RL,2938,Inside,TwnhsE,5,2002,2002,VinylSd,0,1368,
120,RM,3072,Inside,TwnhsE,5,2004,2004,VinylSd,0,1365,
120,RL,3010,Inside,TwnhsE,5,2005,2006,VinylSd,0,1142,
60,RL,9171,Inside,1Fam,5,2004,2005,VinylSd,0,848,
60,RL,8658,Inside,1Fam,5,2000,2000,VinylSd,0,982,
60,RL,12104,FR3,1Fam,5,2006,2006,VinylSd,0,1035,
60,RL,9660,Inside,1Fam,5,1998,1998,VinylSd,0,1044,
60,RL,9545,Corner,1Fam,5,2000,2000,VinylSd,0,1160,
60,RL,9233,Inside,1Fam,5,2000,2000,VinylSd,0,1540,
60,RL,10019,Inside,1Fam,5,1995,1995,VinylSd,0,1342,
60,RL,17242,Inside,1Fam,5,1993,1994,MetalSd,1393,1733,
60,RL,10236,Inside,1Fam,5,1994,1995,VinylSd,168,1290,
60,RL,12585,Inside,1Fam,5,1993,1993,HdBoard,1039,1286,
60,RL,12447,Inside,1Fam,5,2005,2006,CemntBd,0,1100,
20,RL,15218,CulDSac,1Fam,5,2006,2006,VinylSd,0,1670,
20,RL,10936,Corner,1Fam,5,2006,2006,VinylSd,0,1504,
20,FV,8640,Inside,1Fam,5,2006,2006,VinylSd,0,1278,
60,FV,13162,Corner,1Fam,5,2006,2006,VinylSd,0,2036,
60,FV,8125,Inside,1Fam,5,2005,2005,VinylSd,0,858,
20,RL,7733,Inside,1Fam,5,2005,2005,VinylSd,0,1142,
20,RL,11024,Corner,1Fam,5,2005,2006,VinylSd,0,1400,
20,RL,13072,Inside,1Fam,5,2005,2006,VinylSd,0,1131,
60,RL,7800,Inside,1Fam,5,2005,2005,VinylSd,0,891,
60,RL,7632,Inside,1Fam,5,2005,2005,VinylSd,0,784,
60,RL,8304,Inside,1Fam,5,1997,1998,VinylSd,0,941,
60,RL,9370,Inside,1Fam,5,1992,1993,HdBoard,0,836,
120,RL,7175,Inside,TwnhsE,5,1990,1991,Plywood,0,1398,
120,RL,7175,Inside,TwnhsE,5,1991,1991,Plywood,0,1217,
60,RL,9019,Inside,1Fam,5,1994,1994,VinylSd,0,636,
20,RL,9100,Inside,1Fam,4,1962,1962,Wd Sdng,0,988,
90,RM,8927,Inside,Duplex,6,1977,1977,VinylSd,0,0,
20,RL,9240,Inside,1Fam,6,1962,2002,HdBoard,0,864,
20,RL,9308,CulDSac,1Fam,5,1965,1965,HdBoard,0,984,
20,RL,8450,Inside,1Fam,6,1968,1968,Plywood,270,882,
20,RL,8638,Inside,1Fam,6,1963,1963,HdBoard,0,925,
20,RL,13052,CulDSac,1Fam,6,1965,1965,HdBoard,0,1024,
20,RL,8020,Inside,1Fam,6,1964,1964,HdBoard,0,912,
20,RL,8789,Inside,1Fam,6,1967,1967,VinylSd,0,912,
80,RL,14330,Corner,1Fam,4,1974,1974,WdShing,497,1748,
60,RL,11025,Inside,1Fam,5,1992,1993,HdBoard,0,1334,
120,FV,3628,Inside,TwnhsE,5,2004,2004,MetalSd,0,1143,
160,FV,2544,Inside,Twnhs,5,2005,2005,MetalSd,0,600,
160,FV,2998,Inside,TwnhsE,5,2000,2000,MetalSd,0,756,
160,FV,4447,FR2,TwnhsE,5,2003,2003,VinylSd,0,530,
60,FV,8314,Corner,1Fam,5,1997,1998,Wd Sdng,0,569,
20,FV,7180,Inside,1Fam,5,2001,2002,CemntBd,0,1568,
190,RL,13110,Corner,2fmCon,6,1972,1972,Plywood,0,1153,
20,RL,10140,Inside,1Fam,6,1967,1967,HdBoard,68,1334,
20,RL,9600,Corner,1Fam,5,1968,1968,MetalSd,0,1051,
60,RL,8640,Inside,1Fam,5,1968,1968,HdBoard,483,900,
20,RL,9360,Inside,1Fam,7,1968,2004,HdBoard,0,976,
85,RL,8400,Inside,1Fam,6,1968,1968,HdBoard,0,833,
20,RL,9759,Inside,1Fam,5,1966,1966,Plywood,0,1051,
80,RL,9600,Inside,1Fam,7,1967,1967,MetalSd,402,1141,
190,RL,8800,Inside,2fmCon,7,1965,2000,BrkFace,252,1187,
20,RL,10368,CulDSac,1Fam,6,1964,1964,HdBoard,748,1008,
60,RL,9350,Inside,1Fam,6,1964,1964,HdBoard,0,720,
20,RL,10800,Inside,1Fam,7,1960,1960,Wd Sdng,0,1248,
30,RL,8550,Inside,1Fam,8,1934,1950,MetalSd,0,816,
20,RL,9724,Inside,1Fam,7,1947,1950,BrkFace,0,938,
20,RL,9600,Inside,1Fam,6,1961,1990,WdShing,0,1251,
20,RL,10858,Corner,1Fam,6,1952,1952,Wd Sdng,0,1444,
20,RL,9600,Inside,1Fam,5,1951,1951,HdBoard,0,1056,
60,RL,9462,Inside,1Fam,6,1949,1973,Wd Sdng,0,704,
20,RL,9888,Inside,1Fam,6,1954,1975,MetalSd,0,936,
90,RL,8917,Inside,Duplex,5,1967,1967,Plywood,0,1584,
80,RL,12700,Inside,1Fam,5,1964,1964,HdBoard,0,1246,
20,RL,9723,Corner,1Fam,7,1963,1963,MetalSd,0,1008,
20,RL,8400,Corner,1Fam,5,1957,1957,BrkFace,0,1179,
20,RL,9610,Corner,1Fam,6,1958,1958,Wd Sdng,0,1121,
80,RL,10000,Corner,1Fam,6,1956,1956,Wd Sdng,281,1058,
20,RL,10152,Inside,1Fam,6,1956,1994,Wd Sdng,0,1124,
20,RL,8092,Inside,1Fam,8,1954,2000,Wd Sdng,0,1050,
20,RL,12778,Inside,1Fam,6,1952,2003,MetalSd,0,1008,
20,RL,10170,Corner,1Fam,6,1951,1951,Wd Sdng,0,216,
80,RL,7700,Inside,1Fam,7,1956,1956,VinylSd,0,301,
20,RL,11050,Inside,1Fam,5,1956,1956,Wd Sdng,0,1005,
20,RL,13600,Inside,1Fam,6,1955,1955,HdBoard,912,1056,
20,RL,15428,Inside,1Fam,6,1951,1991,MetalSd,0,884,
30,RL,21299,Inside,1Fam,5,1941,1963,BrkFace,0,929,
20,RL,13300,Inside,1Fam,5,1956,2001,Wd Sdng,0,1015,
190,RL,22136,Inside,2fmCon,5,1925,1975,MetalSd,0,2171,
50,RL,7500,Inside,1Fam,6,1947,1950,VinylSd,0,784,
30,RL,10410,Inside,1Fam,8,1930,2001,VinylSd,0,713,
30,RL,10914,Inside,1Fam,3,1929,1950,Wd Sdng,0,715,
50,RL,7008,Corner,1Fam,8,1900,1998,MetalSd,0,448,
70,RL,7200,Inside,1Fam,8,1915,1950,MetalSd,0,663,
50,RL,10818,Inside,1Fam,4,1910,1950,VinylSd,0,1077,
80,RL,10184,Inside,1Fam,5,1963,1963,HdBoard,0,1083,
20,RL,9510,Inside,1Fam,5,1962,1985,HdBoard,0,1135,
20,RL,10800,Inside,1Fam,6,1961,1992,HdBoard,0,1313,
20,RL,11650,Corner,1Fam,5,1959,1959,Plywood,0,0,
60,RL,18275,Inside,1Fam,8,1962,1998,Plywood,0,1438,
50,RL,12144,Inside,1Fam,6,1950,1950,BrkComm,0,910,
90,RL,8544,Corner,Duplex,4,1950,1950,BrkFace,0,0,
90,RL,8512,Corner,Duplex,5,1960,1960,BrkFace,0,1556,
20,RL,7000,Inside,1Fam,4,1961,1961,BrkFace,0,1150,
20,RL,7400,Corner,1Fam,6,1962,1962,Wd Sdng,0,1045,
20,RL,7000,Inside,1Fam,6,1962,1962,Wd Sdng,0,864,
190,RL,7000,Inside,2fmCon,5,1962,1962,MetalSd,0,1025,
70,RM,9856,Corner,1Fam,8,1900,2005,CemntBd,0,716,
50,RM,9600,Inside,1Fam,6,1948,1950,MetalSd,0,1212,
50,RM,5520,Corner,1Fam,6,1920,1980,Wd Sdng,0,1147,
50,RM,9600,Inside,1Fam,8,1900,2004,Wd Sdng,0,780,
70,RM,6451,Inside,1Fam,7,1900,1970,AsbShng,0,712,
70,RM,3960,Inside,1Fam,8,1930,1950,Wd Sdng,0,502,
190,RM,7745,Inside,2fmCon,6,1900,1950,MetalSd,0,938,
30,RM,7741,Inside,1Fam,5,1924,1950,MetalSd,72,1032,
30,RM,5633,Inside,1Fam,7,1925,1950,MetalSd,0,844,
20,RM,7200,Inside,1Fam,5,1950,1950,MetalSd,0,576,
70,RM,7614,Inside,1Fam,5,1905,1950,MetalSd,0,738,
190,RM,6000,Inside,2fmCon,7,1955,1955,Wd Sdng,0,960,
50,RM,6000,Inside,1Fam,7,1924,1950,MetalSd,0,816,
30,RM,7830,Inside,1Fam,5,1921,1950,AsbShng,0,492,
50,RM,9576,Inside,1Fam,7,1945,1950,VinylSd,0,770,
30,RM,5747,Inside,1Fam,4,1920,1950,Wd Sdng,0,798,
75,RM,6300,Corner,1Fam,6,1910,2005,Wd Sdng,0,1226,
90,RM,5976,Inside,Duplex,7,1920,1950,Wd Sdng,0,624,
20,RM,9750,Inside,1Fam,5,1958,1958,HdBoard,0,960,
50,C (all),4761,Corner,1Fam,3,1918,1950,Wd Sdng,0,1020,
70,RL,11737,Inside,1Fam,7,1924,1996,BrkComm,0,848,
50,RM,6120,Inside,1Fam,5,1930,1950,AsbShng,0,728,
50,RM,6120,Inside,1Fam,7,1930,1984,MetalSd,0,741,
30,RL,11672,Inside,1Fam,5,1925,1950,MetalSd,0,816,
50,RM,33120,Inside,1Fam,5,1962,1962,BrkFace,0,1595,
50,RM,10320,Inside,1Fam,5,1924,1950,MetalSd,0,596,
70,RM,7518,FR3,1Fam,8,1910,2004,AsbShng,0,396,
30,RM,9000,Inside,1Fam,4,1919,1950,Wd Sdng,0,610,
30,RM,7200,Corner,1Fam,6,1930,1950,VinylSd,0,984,
50,RL,12375,Inside,1Fam,5,1951,1951,HdBoard,0,806,
90,RL,11136,Corner,Duplex,5,1964,1964,BrkFace,0,1921,
20,RL,21370,FR2,1Fam,5,1950,1950,Wd Sdng,0,0,
30,RL,8250,Inside,1Fam,7,1935,1950,Wd Sdng,0,0,
30,RL,5220,Inside,1Fam,3,1936,1950,Wd Sdng,0,830,
20,RL,5500,Inside,1Fam,5,2004,2004,VinylSd,373,1073,
20,RL,11327,Inside,1Fam,6,1967,1967,HdBoard,0,1064,
80,RL,10366,Corner,1Fam,7,1964,1964,HdBoard,0,912,
20,RL,9000,Corner,1Fam,6,1966,1966,Plywood,0,1059,
20,RL,9535,Inside,1Fam,5,1967,1967,HdBoard,982,1176,
80,RL,7176,CulDSac,1Fam,6,1978,1978,HdBoard,0,960,
90,RL,9662,Inside,Duplex,4,1977,1977,Plywood,0,1967,
90,RL,8235,Inside,Duplex,4,1977,1977,Plywood,0,1949,
30,RL,17529,Inside,1Fam,5,1924,1950,BrkFace,0,872,
20,RL,20355,Inside,1Fam,6,1967,1967,Plywood,826,1865,
20,RL,13050,Inside,1Fam,6,1963,1963,WdShing,850,1000,
85,RL,10820,Corner,1Fam,7,1971,1972,HdBoard,159,782,
150,RL,1700,Inside,Twnhs,5,1980,1981,VinylSd,0,430,
20,RL,9375,Corner,1Fam,5,1954,1954,MetalSd,0,967,
50,RL,6488,Inside,1Fam,5,1942,1950,BrkFace,0,799,
70,RL,19950,Corner,1Fam,7,1928,1950,WdShing,0,672,
75,RL,19800,Inside,1Fam,8,1935,1990,BrkFace,0,1836,
80,RL,11679,Inside,1Fam,5,1962,1962,Plywood,1164,1776,
20,RL,12048,Inside,1Fam,6,1952,2002,Wd Sdng,0,0,
20,RL,10519,Inside,1Fam,8,1955,1999,MetalSd,0,1057,
50,RL,9525,Inside,1Fam,5,1953,1953,MetalSd,0,1000,
60,RL,12128,Inside,1Fam,4,1989,1989,HdBoard,0,868,
90,RL,9069,Inside,Duplex,8,1993,1993,HdBoard,1083,1344,
60,RL,11003,Inside,1Fam,5,2005,2006,VinylSd,0,1308,
20,RL,7488,Inside,1Fam,5,2005,2005,VinylSd,0,1208,
20,RL,13377,Corner,1Fam,5,2006,2006,VinylSd,0,1836,
20,RL,11645,Inside,1Fam,5,2005,2006,VinylSd,0,1570,
60,RL,10984,Corner,1Fam,5,2005,2006,VinylSd,0,945,
20,RL,9316,Inside,1Fam,5,2005,2005,VinylSd,0,1614,
60,RL,9316,Inside,1Fam,5,2005,2005,VinylSd,0,784,
20,RL,12000,Inside,1Fam,5,1968,1968,Plywood,0,1388,
20,RL,13015,Corner,1Fam,6,1996,1996,VinylSd,0,1100,
60,RL,12438,Inside,1Fam,5,1995,1995,VinylSd,0,781,
20,RL,8685,CulDSac,1Fam,5,1998,1998,VinylSd,0,1425,
60,RL,9272,Inside,1Fam,5,1999,1999,VinylSd,0,842,
60,RL,13426,Corner,1Fam,5,1999,2000,VinylSd,0,951,
60,RL,8340,Inside,1Fam,6,1977,1977,HdBoard,0,675,
80,RL,10385,CulDSac,1Fam,6,1978,1978,HdBoard,400,995,
20,RL,7200,Inside,1Fam,8,1972,1972,VinylSd,0,864,
60,RL,9930,Inside,1Fam,5,2002,2002,VinylSd,0,826,
60,RL,9468,CulDSac,1Fam,5,1999,1999,VinylSd,0,840,
20,RL,11088,Corner,1Fam,5,2002,2002,Stucco,0,1348,
60,RL,8726,Inside,1Fam,5,2002,2002,VinylSd,0,872,
60,RL,10566,Inside,1Fam,5,1999,1999,VinylSd,0,1090,
60,RL,21533,FR2,1Fam,5,1996,1997,VinylSd,0,1065,
60,RL,11250,Corner,1Fam,5,1998,1998,VinylSd,0,1054,
60,RL,11250,Corner,1Fam,5,1995,1996,VinylSd,0,930,
120,RM,4435,Inside,TwnhsE,5,2003,2003,VinylSd,0,848,
20,RL,8810,Inside,1Fam,5,2003,2003,VinylSd,0,1390,
60,RL,8581,Inside,1Fam,5,2006,2006,VinylSd,0,851,
60,RL,8400,Inside,1Fam,5,2005,2005,VinylSd,0,784,
20,RL,8772,FR2,1Fam,5,2005,2006,VinylSd,0,1336,
70,RL,8777,Inside,1Fam,6,1910,2000,Plywood,337,676,
90,RL,7840,CulDSac,Duplex,5,1975,1975,Plywood,0,976,
20,RL,16133,Inside,1Fam,4,1969,1969,HdBoard,0,1176,
60,RL,7162,Inside,1Fam,5,2003,2004,HdBoard,0,796,
20,RL,8050,Inside,1Fam,5,2002,2002,VinylSd,297,914,
60,RL,11060,Corner,1Fam,5,2003,2005,VinylSd,0,1150,
180,RM,3675,Inside,TwnhsE,5,2005,2006,VinylSd,0,547,
160,RM,2522,Inside,Twnhs,5,2004,2004,VinylSd,0,970,
50,RL,6956,Inside,1Fam,7,1948,1950,VinylSd,0,624,
50,RL,7822,Corner,1Fam,3,1915,1950,AsbShng,0,832,
50,RL,8707,FR2,1Fam,5,1924,1950,Wd Sdng,0,1093,
20,RL,16012,Inside,1Fam,4,1954,1968,Wd Sdng,0,954,
50,RL,8248,Inside,1Fam,4,1922,1950,Wd Sdng,0,864,
30,RL,8088,Inside,1Fam,3,1922,1955,MetalSd,0,498,
50,RL,11388,Inside,1Fam,7,1910,1993,VinylSd,0,616,
50,RL,10890,Inside,1Fam,5,1938,1950,MetalSd,0,1058,
190,RH,6430,Corner,2fmCon,6,1945,1950,Wd Sdng,0,780,
70,RL,7000,Inside,1Fam,8,1926,1997,Wd Sdng,0,624,
70,RL,4899,Corner,1Fam,8,1920,1950,MetalSd,0,755,
70,RL,9399,Inside,1Fam,8,1919,1950,MetalSd,0,818,
50,RL,10164,Inside,1Fam,5,1939,1950,VinylSd,0,992,
50,RL,6191,Corner,1Fam,4,1941,1950,Wd Sdng,0,824,
50,RL,21780,Inside,1Fam,5,1920,1950,Wd Sdng,0,817,
50,RL,12400,Inside,1Fam,6,1940,1950,Wd Sdng,0,901,
50,RL,8170,Inside,1Fam,7,1929,1950,Stucco,0,1022,
70,RL,12320,Inside,1Fam,7,1932,1990,Wd Sdng,0,637,
70,RL,14210,Inside,1Fam,7,1930,1959,Wd Sdng,0,697,
60,RL,15600,Inside,1Fam,7,1950,1963,Wd Sdng,0,1168,
30,RM,7288,Inside,1Fam,6,1942,1950,MetalSd,0,976,
50,RM,7000,Inside,1Fam,7,1926,1950,MetalSd,0,861,
30,RM,8534,Inside,1Fam,4,1925,1950,Wd Sdng,0,432,
30,RM,7030,Inside,1Fam,6,1925,1950,MetalSd,0,641,
50,RM,9060,Inside,1Fam,5,1957,1957,MetalSd,0,967,
30,C (all),12366,Inside,1Fam,5,1945,1950,Wd Sdng,0,0,
190,C (all),9000,Inside,2fmCon,6,1951,1951,WdShing,0,660,
50,C (all),8520,Inside,1Fam,5,1916,1950,MetalSd,0,216,
120,RM,5748,Inside,TwnhsE,5,2005,2006,CemntBd,0,1573,
120,RM,3842,Inside,TwnhsE,5,2004,2005,CemntBd,0,1594,
20,RL,23580,Inside,1Fam,6,1979,1979,Plywood,0,1625,
90,RL,8385,Inside,Duplex,5,1978,1978,Plywood,0,1664,
20,RL,9116,Corner,1Fam,5,2001,2001,VinylSd,0,1491,
80,RL,11080,Corner,1Fam,6,1975,1975,Plywood,0,1128,
20,RL,50102,Inside,1Fam,5,1958,1958,Plywood,0,1632,
20,RL,8098,Inside,1Fam,5,2000,2000,VinylSd,116,1381,
20,RL,13618,Corner,1Fam,5,2005,2006,VinylSd,0,1728,
20,RL,11577,Inside,1Fam,5,2005,2006,VinylSd,0,1838,
20,,31250,Inside,1Fam,3,1951,1951,CBlock,0,0,
90,RM,7020,Inside,Duplex,5,1997,1997,MetalSd,0,1288,
160,RM,2665,Inside,TwnhsE,6,1977,1977,CemntBd,0,264,
20,RL,10172,Inside,1Fam,7,1968,2003,Plywood,0,864,
90,RL,11836,Corner,Duplex,5,1970,1970,Plywood,0,1652,
180,RM,1470,Inside,Twnhs,6,1970,1970,CemntBd,0,630,
160,RM,1484,Inside,TwnhsE,4,1972,1972,CemntBd,0,546,
20,RL,13384,Inside,1Fam,5,1969,1979,Plywood,344,1104,
160,RM,1533,Inside,Twnhs,5,1970,1970,CemntBd,0,546,
160,RM,1526,Inside,Twnhs,5,1970,1970,CemntBd,0,546,
160,RM,1936,Inside,Twnhs,7,1970,1970,CemntBd,0,546,
160,RM,1894,Inside,TwnhsE,5,1970,1970,CemntBd,0,546,
20,RL,20000,Inside,1Fam,7,1960,1996,VinylSd,0,1224,
85,RL,10441,Inside,1Fam,5,1992,1992,HdBoard,0,912,
60,RL,9627,Inside,1Fam,5,1993,1994,HdBoard,0,996,
